Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_en_largo_completados_E1,Libres_directos_sacados_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Balones_recuperados_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Balones_blocados_por arriba_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Faltas_cometidas_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_en_largo_completados_E2,Libres_directos_sacados_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Balones_recuperados_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Balones_blocados_por arriba_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Faltas_cometidas_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14025083,Jornada 2,2025-08-23,Man City,1,Tottenham,0,2,0.0,0.0,10,4,3,3,0,2.0,2.0,2.0,7,0.0,7,47,34,61,86.9,456,525,15,12,26.3,5,19,6,20,10,10,23,2,0.0,0,3.0,,0.0,1.0,7,2.0,0.0,12,5,5,2,0,0.0,2.0,3.0,2,1.0,8,50,26,39,78.2,259,331,20,7,36.4,4,11,7,24,16,8,25,0,0.0,1,4.0,,1.0,4.0,12,6.63,7.15
PL-2025-26-14025062,Jornada 2,2025-08-23,Bournemouth,1,Wolves,1,0,1.0,0.0,14,4,5,5,1,2.0,4.0,2.0,8,2.0,10,70,30,59,86.6,387,447,23,16,15.0,3,20,6,12,9,3,32,0,0.0,1,1.0,1.0,1.0,2.0,13,0.0,0.0,6,1,3,2,0,0.0,2.0,0.0,3,2.0,5,61,14,41,73.3,225,307,29,13,29.4,5,17,9,21,14,7,30,1,0.0,0,3.0,2.0,1.0,4.0,16,7.06,6.69
PL-2025-26-14025068,Jornada 2,2025-08-23,Brentford,1,Aston Villa,1,0,1.0,0.0,9,2,4,3,0,0.0,1.0,2.0,2,1.0,8,38,25,24,71.9,128,178,23,9,45.5,5,11,11,28,15,13,45,0,0.0,1,2.0,1.0,1.0,1.0,11,0.0,0.0,17,2,7,8,0,2.0,3.0,1.0,9,0.0,8,69,43,76,87.6,514,587,25,11,14.8,4,27,6,14,12,2,12,1,0.0,0,1.0,0.0,0.0,2.0,9,7.22,6.72
PL-2025-26-14025071,Jornada 2,2025-08-23,Burnley,1,Sunderland,2,0,2.0,0.0,7,2,4,1,1,0.0,3.0,2.0,4,0.0,3,58,17,42,80.5,356,442,15,5,26.7,4,15,7,22,11,11,29,0,0.0,1,1.0,1.0,2.0,0.0,9,0.0,0.0,9,1,3,5,0,0.0,3.0,2.0,3,2.0,2,68,17,58,86.0,530,616,16,9,20.8,5,24,7,18,8,10,27,2,0.0,0,0.0,1.0,0.0,1.0,5,7.21,6.5
PL-2025-26-14025065,Jornada 2,2025-08-23,Arsenal,1,Leeds,5,0,5.0,0.0,18,5,9,4,0,0.0,5.0,3.0,2,,12,52,34,68,91.7,549,599,24,10,42.1,8,19,5,12,8,4,7,0,0.0,1,1.0,,,0.0,8,0.0,0.0,3,1,0,2,0,0.0,1.0,0.0,2,,4,17,6,32,75.5,219,290,13,8,20.0,1,5,6,18,12,6,20,5,0.0,0,0.0,,,2.0,11,7.67,5.9
PL-2025-26-14025074,Jornada 2,2025-08-24,Crystal Palace,1,Nottm Forest,1,1,1.0,0.0,8,4,4,0,1,1.0,0.0,2.0,1,2.0,3,51,21,42,76.1,287,377,8,11,33.3,6,18,7,20,11,9,21,1,0.0,0,0.0,1.0,,3.0,11,1.0,0.0,9,1,7,1,1,0.0,1.0,2.0,3,2.0,6,70,20,58,86.0,442,514,31,11,11.5,3,26,10,12,7,5,15,1,0.0,0,3.0,1.0,,3.0,11,6.79,6.72
PL-2025-26-14025077,Jornada 2,2025-08-24,Everton,1,Brighton,2,0,1.0,1.0,11,3,7,1,0,1.0,3.0,2.0,2,0.0,9,73,18,42,75.1,272,362,31,15,33.3,4,12,8,15,8,7,35,0,0.0,1,4.0,1.0,1.0,4.0,7,0.0,0.0,13,4,5,4,2,2.0,4.0,3.0,2,6.0,8,58,29,58,83.9,411,490,12,6,27.3,3,11,5,17,8,9,24,2,0.0,0,1.0,0.0,0.0,3.0,15,7.45,6.25
PL-2025-26-14025080,Jornada 2,2025-08-24,Fulham,1,Man United,1,1,1.0,0.0,13,4,4,5,0,1.0,2.0,3.0,9,2.0,2,47,38,52,84.2,353,419,21,10,30.3,10,33,8,10,8,2,24,1,0.0,0,3.0,0.0,2.0,1.0,12,0.0,0.0,10,3,6,1,1,1.0,1.0,2.0,6,1.0,2,50,25,48,82.6,328,397,22,11,28.6,4,14,5,17,11,6,27,1,0.0,0,2.0,1.0,0.0,1.0,10,6.78,6.92
PL-2025-26-14147154,Jornada 2,2025-08-25,Newcastle,1,Liverpool,2,3,2.0,0.0,10,3,4,3,0,0.0,1.0,4.0,7,,8,51,27,38,68.8,170,247,12,15,23.1,6,26,8,12,5,7,21,3,0.0,0,1.0,0.0,0.0,2.0,17,2.0,1.0,5,4,0,1,0,0.0,1.0,2.0,1,,5,49,17,62,83.1,370,445,15,17,22.2,2,9,2,13,8,5,43,2,0.0,0,1.0,1.0,3.0,3.0,15,6.46,6.75
PL-2025-26-14025097,Jornada 3,2025-08-30,Chelsea,1,Fulham,2,0,2.0,0.0,13,6,1,6,0,2.0,1.0,3.0,6,3.0,8,64,27,54,86.8,429,494,17,16,30.8,4,13,18,19,9,10,20,0,0.0,1,1.0,0.0,,2.0,11,0.0,0.0,11,3,6,2,0,1.0,2.0,1.0,4,1.0,3,49,20,46,81.2,337,415,25,11,33.3,5,15,6,29,12,17,20,2,0.0,0,4.0,1.0,,2.0,17,7.31,6.67
PL-2025-26-14025106,Jornada 3,2025-08-30,Man United,1,Burnley,3,2,2.0,0.0,26,6,13,7,2,1.0,6.0,4.0,7,1.0,5,59,38,62,82.3,418,508,32,8,50.0,13,26,3,16,9,7,17,2,0.0,0,1.0,1.0,0.0,1.0,9,2.0,0.0,6,3,1,2,0,0.0,1.0,2.0,1,1.0,3,48,18,38,70.8,225,318,24,9,11.1,1,9,9,20,14,6,39,3,0.0,0,5.0,0.0,1.0,5.0,9,6.95,6.56
PL-2025-26-14025112,Jornada 3,2025-08-30,Sunderland,1,Brentford,2,1,2.0,0.0,12,3,6,3,0,0.0,3.0,2.0,3,0.0,4,70,16,54,81.1,340,419,23,11,16.7,3,18,7,28,14,14,34,1,0.0,0,3.0,1.0,,3.0,11,1.0,0.0,7,4,2,1,0,1.0,2.0,2.0,4,3.0,8,44,14,46,79.9,283,354,17,10,37.5,6,16,4,9,7,2,34,2,0.0,0,1.0,0.0,,2.0,12,6.97,6.5
PL-2025-26-14025115,Jornada 3,2025-08-30,Tottenham,1,Bournemouth,0,1,0.0,0.0,5,1,3,1,0,0.0,2.0,0.0,0,2.0,10,67,18,61,82.6,394,477,19,13,25.0,5,20,4,16,8,8,33,1,0.0,0,5.0,1.0,0.0,2.0,17,1.0,0.0,20,6,9,5,1,1.0,4.0,3.0,8,3.0,8,61,29,39,70.3,208,296,19,17,27.8,5,18,9,28,13,15,31,0,0.0,1,1.0,3.0,1.0,4.0,13,6.74,7.09
PL-2025-26-14025118,Jornada 3,2025-08-30,Wolves,1,Everton,2,3,2.0,0.0,12,4,3,5,0,2.0,4.0,2.0,2,2.0,3,67,22,59,80.3,421,524,22,10,50.0,8,16,10,23,13,10,19,3,0.0,0,1.0,1.0,1.0,0.0,15,3.0,0.0,10,4,2,4,0,0.0,3.0,3.0,2,1.0,8,61,23,41,74.1,275,371,23,15,15.4,2,13,16,16,11,5,28,2,0.0,0,2.0,1.0,0.0,1.0,10,6.45,6.82
PL-2025-26-14025100,Jornada 3,2025-08-30,Leeds,1,Newcastle,0,0,0.0,0.0,10,1,6,3,0,0.0,6.0,1.0,5,1.0,7,49,19,43,79.2,328,414,16,15,23.5,4,17,13,18,14,4,18,0,0.0,1,2.0,1.0,,1.0,10,0.0,0.0,8,2,3,3,0,1.0,3.0,0.0,5,0.0,5,65,13,57,84.6,463,547,30,10,9.5,2,21,8,10,4,6,6,0,0.0,1,1.0,2.0,,1.0,15,6.89,6.83
PL-2025-26-14025094,Jornada 3,2025-08-31,Brighton,1,Man City,2,1,2.0,0.0,12,7,2,3,0,2.0,0.0,3.0,3,1.0,8,46,22,36,74.6,235,315,14,13,37.5,3,8,8,17,13,4,10,1,0.0,0,2.0,1.0,,2.0,16,1.0,0.0,12,3,8,1,0,0.0,4.0,3.0,2,0.0,14,38,24,64,87.3,493,565,19,16,20.0,1,5,9,15,7,8,15,2,0.0,0,5.0,1.0,,2.0,14,6.67,6.97
PL-2025-26-14025109,Jornada 3,2025-08-31,Nottm Forest,1,West Ham,0,3,0.0,0.0,11,3,3,5,0,0.0,2.0,1.0,9,,6,80,29,58,86.9,470,541,11,6,11.4,4,35,6,19,14,5,16,3,0.0,0,5.0,0.0,1.0,,14,2.0,1.0,12,8,4,0,0,1.0,0.0,4.0,7,,8,33,18,42,82.1,316,385,13,13,38.9,7,18,6,16,9,7,32,0,0.0,1,3.0,3.0,1.0,,6,6.46,7.07
PL-2025-26-14025103,Jornada 3,2025-08-31,Liverpool,1,Arsenal,1,0,0.0,1.0,9,3,2,4,0,0.0,4.0,,3,1.0,7,50,16,53,84.6,368,435,27,10,14.3,1,7,7,11,9,2,29,0,0.0,1,1.0,0.0,,2.0,7,0.0,0.0,11,1,3,7,0,0.0,3.0,,8,0.0,3,46,29,47,81.7,303,371,25,7,17.6,3,17,9,14,6,8,19,1,0.0,0,2.0,1.0,,2.0,10,7.16,6.61
PL-2025-26-14025091,Jornada 3,2025-08-31,Aston Villa,1,Crystal Palace,0,3,0.0,0.0,13,4,8,1,0,1.0,2.0,2.0,10,0.0,7,79,20,58,89.5,475,531,29,14,19.4,6,31,6,11,5,6,17,3,0.0,0,1.0,1.0,1.0,2.0,7,3.0,0.0,6,4,1,1,0,0.0,1.0,4.0,1,2.0,6,51,14,42,85.0,328,386,17,6,18.2,2,11,10,26,16,10,37,0,0.0,1,4.0,4.0,0.0,3.0,14,6.38,7.45
PL-2025-26-14025124,Jornada 4,2025-09-13,Arsenal,1,Nottm Forest,3,0,2.0,1.0,16,5,6,5,1,0.0,3.0,5.0,8,2.0,11,48,38,54,86.8,415,478,15,11,25.0,5,20,7,13,11,2,15,0,0.0,1,1.0,,,1.0,8,0.0,0.0,5,1,1,3,1,0.0,2.0,0.0,3,0.0,5,50,14,46,85.6,350,409,18,8,15.4,2,13,11,12,8,4,19,3,0.0,0,2.0,,,1.0,11,7.54,6.31
PL-2025-26-14025121,Jornada 4,2025-09-13,Bournemouth,1,Brighton,2,1,1.0,1.0,13,5,4,4,0,1.0,4.0,1.0,4,1.0,6,65,28,51,78.6,309,393,25,9,21.1,4,19,3,18,14,4,35,1,0.0,0,1.0,,0.0,4.0,16,1.0,0.0,6,2,2,2,0,0.0,1.0,2.0,4,0.0,10,56,24,49,78.3,293,374,24,16,17.6,3,17,6,20,16,4,35,2,0.0,0,3.0,,1.0,4.0,10,6.86,6.78
PL-2025-26-14025133,Jornada 4,2025-09-13,Crystal Palace,1,Sunderland,0,0,0.0,0.0,14,6,4,4,0,2.0,4.0,3.0,5,0.0,2,45,21,56,83.5,410,491,27,8,25.0,5,20,6,10,6,4,25,0,0.0,1,0.0,0.0,0.0,1.0,10,0.0,0.0,6,0,4,2,0,0.0,1.0,0.0,3,2.0,11,60,17,44,80.3,310,386,21,10,23.5,4,17,10,13,9,4,34,0,0.0,1,6.0,2.0,1.0,1.0,8,6.81,7.22
PL-2025-26-14025136,Jornada 4,2025-09-13,Everton,1,Aston Villa,0,0,0.0,0.0,20,2,9,9,1,0.0,5.0,3.0,10,2.0,8,53,46,48,81.9,281,343,25,15,36.4,8,22,5,23,16,7,17,0,0.0,1,1.0,1.0,0.0,3.0,17,0.0,0.0,7,1,1,5,0,1.0,3.0,0.0,3,2.0,2,43,8,52,81.5,313,384,14,17,30.0,3,10,4,16,11,5,19,0,0.0,1,2.0,1.0,1.0,3.0,15,7.16,6.75
PL-2025-26-14025139,Jornada 4,2025-09-13,Fulham,1,Leeds,1,0,0.0,0.0,5,3,2,0,0,2.0,0.0,2.0,3,1.0,6,76,10,54,84.7,382,451,19,15,13.6,3,22,6,24,16,8,23,0,0.0,1,3.0,0.0,1.0,1.0,20,0.0,0.0,10,3,3,4,1,1.0,2.0,1.0,3,3.0,4,54,21,46,80.7,313,388,23,20,7.7,1,13,7,18,11,7,30,1,0.0,0,3.0,1.0,1.0,2.0,15,7.15,6.74
PL-2025-26-14025145,Jornada 4,2025-09-13,Newcastle,1,Wolves,1,0,1.0,0.0,16,4,7,5,1,0.0,7.0,1.0,9,1.0,5,75,28,57,80.4,361,449,21,17,32.0,8,25,6,10,5,5,20,0,0.0,1,3.0,1.0,0.0,1.0,10,0.0,0.0,8,3,3,2,0,0.0,1.0,0.0,4,0.0,8,45,22,43,75.5,259,343,22,10,20.0,3,15,14,16,8,8,34,1,0.0,0,3.0,0.0,1.0,4.0,17,7.32,6.69
PL-2025-26-14025148,Jornada 4,2025-09-13,West Ham,1,Tottenham,0,3,0.0,0.0,7,4,3,0,0,0.0,1.0,1.0,2,0.0,6,48,10,36,77.1,239,310,17,7,33.3,3,9,5,13,9,4,41,3,0.0,0,2.0,,2.0,0.0,8,3.0,0.0,14,5,4,5,0,0.0,4.0,2.0,13,4.0,11,60,37,64,87.1,465,534,23,8,16.1,5,31,3,16,11,5,10,0,0.0,1,4.0,,1.0,1.0,7,6.37,7.29
PL-2025-26-14025127,Jornada 4,2025-09-13,Brentford,1,Chelsea,2,2,2.0,0.0,7,4,2,1,0,0.0,0.0,1.0,5,0.0,11,35,20,34,75.7,215,284,28,9,33.3,6,18,6,17,10,7,33,2,0.0,0,4.0,0.0,1.0,3.0,13,1.0,1.0,16,6,3,7,1,1.0,4.0,2.0,6,4.0,4,70,38,66,90.5,516,570,23,13,17.6,3,17,13,15,9,6,33,2,0.0,0,3.0,3.0,0.0,2.0,9,6.91,6.84
PL-2025-26-14025130,Jornada 4,2025-09-14,Burnley,1,Liverpool,0,1,0.0,0.0,3,0,3,0,0,0.0,2.0,0.0,1,3.0,2,39,2,19,47.6,80,168,15,9,,0,3,17,16,11,5,48,1,0.0,0,3.0,1.0,4.0,2.0,9,1.0,0.0,27,4,11,12,0,1.0,12.0,3.0,13,1.0,12,85,56,81,87.5,610,697,15,8,22.7,10,44,7,10,7,3,12,0,0.0,1,0.0,0.0,0.0,2.0,9,6.52,6.93
PL-2025-26-14025142,Jornada 4,2025-09-14,Man City,1,Man United,3,0,3.0,0.0,13,6,7,0,1,0.0,1.0,4.0,2,2.0,7,41,26,45,81.9,352,430,22,8,50.0,1,2,10,13,7,6,33,0,0.0,1,2.0,,3.0,,8,0.0,0.0,12,2,8,2,0,1.0,4.0,2.0,4,3.0,6,66,29,55,83.8,420,501,36,8,26.1,6,23,13,23,15,8,10,3,0.0,0,3.0,,0.0,,8,7.39,6.53
PL-2025-26-14025166,Jornada 5,2025-09-20,Liverpool,1,Everton,2,1,2.0,0.0,11,3,3,5,0,0.0,2.0,1.0,5,1.0,10,46,26,57,85.1,404,475,14,10,16.7,2,12,12,18,7,11,37,1,0.0,0,1.0,,2.0,2.0,11,1.0,0.0,9,2,4,3,0,0.0,3.0,0.0,4,1.0,12,54,21,43,76.2,263,345,23,11,25.0,5,20,10,18,13,5,23,2,0.0,0,1.0,,0.0,3.0,10,7.04,6.74
PL-2025-26-14025157,Jornada 5,2025-09-20,Brighton,1,Tottenham,2,2,1.0,1.0,12,4,7,1,0,1.0,5.0,1.0,2,0.0,6,51,17,36,76.9,236,307,22,13,25.0,2,8,5,25,17,8,40,2,0.0,0,2.0,0.0,1.0,1.0,10,1.0,0.0,11,3,6,2,0,0.0,2.0,1.0,10,1.0,13,66,44,64,88.7,464,523,27,10,9.4,3,32,9,26,10,16,17,2,0.0,0,2.0,1.0,0.0,2.0,13,6.83,6.6
PL-2025-26-14025160,Jornada 5,2025-09-20,Burnley,1,Nottm Forest,1,1,1.0,0.0,12,5,4,3,1,2.0,1.0,2.0,4,1.0,11,53,23,37,77.5,272,351,16,11,30.8,8,26,10,11,9,2,35,1,0.0,0,7.0,1.0,1.0,1.0,12,1.0,0.0,17,8,2,7,0,2.0,6.0,2.0,5,2.0,4,70,29,63,89.9,567,631,17,12,16.7,5,30,7,11,6,5,29,1,0.0,0,4.0,1.0,0.0,1.0,11,6.95,6.79
PL-2025-26-14025175,Jornada 5,2025-09-20,West Ham,1,Crystal Palace,1,2,1.0,0.0,8,3,4,1,0,0.0,1.0,1.0,8,1.0,14,56,20,57,83.3,375,450,21,5,31.8,7,22,7,9,6,3,22,2,0.0,0,1.0,1.0,1.0,4.0,15,2.0,0.0,18,3,9,6,2,0.0,4.0,4.0,8,2.0,5,47,27,43,82.3,284,345,22,15,44.4,8,18,10,22,16,6,35,1,0.0,0,2.0,0.0,2.0,3.0,5,6.62,7.18
PL-2025-26-14025178,Jornada 5,2025-09-20,Wolves,1,Leeds,1,3,1.0,0.0,16,6,6,4,0,1.0,3.0,1.0,4,0.0,9,83,39,56,83.8,425,507,24,9,40.0,14,35,3,28,14,14,16,3,0.0,0,1.0,0.0,0.0,1.0,11,2.0,1.0,6,4,2,0,0,1.0,2.0,1.0,0,2.0,8,43,13,44,84.4,351,416,16,11,,0,7,7,20,13,7,49,1,0.0,0,5.0,1.0,2.0,1.0,9,6.68,7.03
PL-2025-26-14025169,Jornada 5,2025-09-20,Man United,1,Chelsea,2,1,2.0,0.0,11,4,3,4,0,1.0,4.0,3.0,5,3.0,5,49,21,41,78.7,292,371,13,14,30.8,8,26,10,21,16,5,19,1,0.0,0,0.0,,1.0,2.0,13,1.0,0.0,5,1,2,2,0,0.0,1.0,1.0,5,2.0,8,54,16,59,84.7,466,550,21,13,13.3,2,15,8,16,13,3,29,2,0.0,0,2.0,,1.0,5.0,14,6.93,6.27
PL-2025-26-14025163,Jornada 5,2025-09-20,Fulham,1,Brentford,3,1,2.0,0.0,14,3,5,6,0,0.0,6.0,3.0,2,2.0,8,40,27,53,83.8,382,456,22,13,38.5,5,13,6,19,9,10,39,1,0.0,0,2.0,1.0,1.0,4.0,11,1.0,0.0,8,3,2,3,0,0.0,0.0,1.0,10,2.0,4,46,17,47,81.4,324,398,17,11,9.5,2,21,5,13,6,7,18,3,0.0,0,2.0,0.0,1.0,1.0,13,7.07,6.27
PL-2025-26-14025151,Jornada 5,2025-09-21,Bournemouth,1,Newcastle,0,0,0.0,0.0,11,2,3,6,0,1.0,6.0,,5,3.0,6,71,16,56,82.1,409,498,17,10,,0,21,16,15,8,7,28,0,0.0,1,1.0,1.0,1.0,2.0,7,0.0,0.0,4,1,2,1,0,0.0,3.0,,2,2.0,12,67,17,44,76.4,298,390,21,7,12.5,2,16,8,19,11,8,35,0,0.0,1,2.0,3.0,0.0,1.0,10,6.77,6.94
PL-2025-26-14025172,Jornada 5,2025-09-21,Sunderland,1,Aston Villa,1,1,1.0,0.0,14,4,6,4,1,2.0,2.0,1.0,6,0.0,5,41,16,29,69.3,151,218,16,8,16.7,2,12,8,20,13,7,34,1,0.0,0,1.0,1.0,1.0,2.0,14,0.0,1.0,12,2,4,6,0,0.0,5.0,2.0,5,3.0,0,67,34,71,89.2,488,547,15,14,15.4,4,26,3,11,7,4,28,1,0.0,0,3.0,0.0,1.0,1.0,8,6.7,6.84
PL-2025-26-14025154,Jornada 5,2025-09-21,Arsenal,1,Man City,1,1,1.0,0.0,12,3,6,3,0,0.0,1.0,2.0,11,4.0,6,61,39,67,88.8,517,582,33,10,15.6,5,32,5,20,13,7,18,1,0.0,0,2.0,,0.0,1.0,11,1.0,0.0,5,3,2,0,0,0.0,1.0,2.0,1,2.0,10,48,7,33,76.3,229,300,19,11,,0,4,5,13,9,4,60,1,0.0,0,2.0,,4.0,2.0,10,6.65,6.92
PL-2025-26-14025184,Jornada 6,2025-09-27,Brentford,1,Man United,3,1,2.0,1.0,10,8,1,1,0,0.0,2.0,6.0,4,2.0,6,61,23,44,76.3,274,359,21,10,50.0,7,14,7,14,8,6,24,1,0.0,0,5.0,2.0,1.0,2.0,14,1.0,0.0,14,6,4,4,0,2.0,3.0,4.0,2,1.0,2,44,17,56,80.8,370,458,18,13,28.6,4,14,4,16,9,7,29,3,0.0,0,5.0,1.0,0.0,2.0,10,7.05,6.52
PL-2025-26-14025187,Jornada 6,2025-09-27,Chelsea,1,Brighton,1,3,1.0,0.0,13,3,4,6,0,2.0,3.0,2.0,5,2.0,10,53,17,60,84.3,396,470,15,16,21.4,3,14,10,21,11,10,8,3,0.0,0,0.0,4.0,,3.0,9,3.0,0.0,12,3,7,2,0,0.0,4.0,4.0,7,2.0,7,51,27,40,84.2,266,316,16,9,38.5,5,13,12,21,13,8,26,1,0.0,0,2.0,0.0,,5.0,16,6.61,6.84
PL-2025-26-14025190,Jornada 6,2025-09-27,Crystal Palace,1,Liverpool,2,1,2.0,0.0,16,7,7,2,1,0.0,4.0,7.0,2,2.0,6,58,33,28,64.8,175,270,23,8,25.0,2,8,9,24,16,8,32,1,0.0,0,3.0,1.0,,1.0,10,1.0,0.0,20,4,11,5,1,1.0,6.0,6.0,6,1.0,6,93,28,72,88.5,609,688,19,10,30.8,8,26,10,7,5,2,36,2,0.0,0,5.0,1.0,,3.0,8,7.0,6.79
PL-2025-26-14025196,Jornada 6,2025-09-27,Leeds,1,Bournemouth,2,2,2.0,0.0,19,8,5,6,0,1.0,2.0,3.0,7,0.0,8,48,35,41,78.4,280,357,32,13,56.2,9,16,9,27,16,11,25,2,0.0,0,3.0,,1.0,2.0,12,1.0,1.0,12,5,4,3,0,0.0,4.0,1.0,4,2.0,11,60,21,59,85.7,436,509,24,12,14.3,3,21,7,23,11,12,30,2,0.0,0,6.0,,0.0,2.0,13,6.98,6.85
PL-2025-26-14025199,Jornada 6,2025-09-27,Man City,1,Burnley,5,1,3.0,0.0,21,8,7,6,0,1.0,7.0,5.0,10,1.0,14,64,64,69,88.7,566,638,10,7,39.1,9,23,4,8,6,2,19,1,0.0,0,1.0,0.0,0.0,1.0,5,1.0,0.0,9,2,2,5,0,1.0,3.0,0.0,2,1.0,1,38,11,31,82.0,242,295,31,5,14.3,1,7,10,20,9,11,31,5,0.0,0,5.0,1.0,1.0,3.0,7,7.27,6.16
PL-2025-26-14025205,Jornada 6,2025-09-27,Nottm Forest,1,Sunderland,0,1,0.0,0.0,22,6,10,6,0,2.0,5.0,1.0,7,0.0,9,79,36,65,90.1,521,578,23,6,19.0,8,42,1,16,9,7,20,1,0.0,0,2.0,0.0,1.0,4.0,11,1.0,0.0,11,3,5,3,0,0.0,3.0,3.0,4,1.0,7,42,21,35,81.1,258,318,33,11,15.8,3,19,6,10,7,3,42,0,0.0,1,6.0,4.0,1.0,2.0,6,6.75,7.29
PL-2025-26-14025208,Jornada 6,2025-09-27,Tottenham,1,Wolves,1,1,0.0,1.0,10,3,5,2,1,0.0,2.0,1.0,10,2.0,11,65,24,51,81.7,325,398,26,11,28.1,9,32,10,17,12,5,19,1,0.0,0,2.0,1.0,0.0,3.0,9,1.0,0.0,9,3,5,1,1,0.0,3.0,1.0,9,0.0,8,45,16,49,81.5,321,394,22,9,26.7,4,15,10,31,14,17,41,1,0.0,0,2.0,1.0,2.0,2.0,11,6.81,6.86
PL-2025-26-14025181,Jornada 6,2025-09-28,Aston Villa,1,Fulham,3,1,2.0,1.0,9,4,3,2,0,1.0,3.0,3.0,2,2.0,5,43,18,48,84.4,340,403,17,13,10.0,1,10,7,10,4,6,26,1,0.0,0,3.0,1.0,,1.0,10,1.0,0.0,11,4,4,3,0,0.0,2.0,1.0,8,4.0,11,56,27,52,86.2,357,414,26,10,23.3,7,30,9,16,7,9,23,3,0.0,0,1.0,2.0,,4.0,13,6.87,6.51
PL-2025-26-14025202,Jornada 6,2025-09-28,Newcastle,1,Arsenal,1,2,1.0,0.0,8,3,1,4,0,1.0,0.0,1.0,7,1.0,3,46,17,37,69.5,194,279,20,9,20.0,3,15,8,12,8,4,41,2,0.0,0,5.0,2.0,0.0,2.0,8,2.0,0.0,20,7,7,6,1,0.0,1.0,4.0,12,0.0,11,63,43,63,81.8,405,495,22,8,39.1,9,23,10,13,6,7,29,1,0.0,0,2.0,1.0,1.0,1.0,9,6.88,6.78
PL-2025-26-14311407,Jornada 6,2025-09-29,Everton,1,West Ham,1,1,1.0,0.0,12,6,3,3,0,1.0,2.0,0.0,3,0.0,4,51,30,52,85.0,380,447,25,16,13.6,3,22,5,11,6,5,37,1,0.0,0,2.0,,0.0,3.0,7,1.0,0.0,14,3,5,6,0,0.0,4.0,1.0,5,2.0,4,53,29,48,79.8,332,416,19,7,22.2,4,18,6,16,7,9,36,1,0.0,0,5.0,,1.0,4.0,16,6.96,6.74
PL-2025-26-14025211,Jornada 7,2025-10-03,Bournemouth,1,Fulham,3,1,2.0,1.0,11,6,2,3,0,1.0,3.0,1.0,4,2.0,10,89,30,54,85.8,460,536,25,10,4.0,1,25,8,10,7,3,23,1,0.0,0,3.0,,1.0,0.0,8,1.0,0.0,12,4,4,4,0,2.0,5.0,1.0,3,2.0,9,55,17,46,81.0,383,473,22,8,17.6,3,17,7,11,9,2,38,3,0.0,0,3.0,,2.0,1.0,10,7.19,6.52
PL-2025-26-14025225,Jornada 7,2025-10-04,Leeds,1,Tottenham,1,2,1.0,0.0,16,4,10,2,1,0.0,5.0,4.0,4,1.0,3,65,22,57,83.9,401,478,16,12,47.6,10,21,6,19,11,8,25,2,0.0,0,1.0,1.0,,2.0,10,1.0,1.0,9,3,4,2,1,1.0,3.0,1.0,1,2.0,10,51,18,43,79.7,298,374,11,10,10.0,1,10,6,15,10,5,34,1,0.0,0,3.0,0.0,,3.0,12,6.54,6.85
PL-2025-26-14025214,Jornada 7,2025-10-04,Arsenal,1,West Ham,2,0,2.0,0.0,21,5,7,9,1,0.0,5.0,4.0,8,1.0,5,44,46,68,88.0,498,566,10,13,13.0,3,23,7,23,14,9,27,0,0.0,1,0.0,0.0,0.0,0.0,14,0.0,0.0,4,0,3,1,0,0.0,0.0,2.0,3,1.0,3,34,8,32,78.4,210,268,14,14,18.2,2,11,12,17,7,10,50,2,0.0,0,3.0,1.0,2.0,2.0,14,7.13,6.55
